,raw,processed,label,Predict
9082,"@kirarachelsea @HanifahAndini96 @silentreader888 @AryatamaAditya Dengan adanya  PPKM akan berhasil menuju  keberhasilan..  
Dan  juga secepatnya pandemi covid akan berakhir di Indonesia.
        Aamiin  Yra ....
Slmt pagi Rara  sehat2 ya semua keluarga...",dengan adanya ppkm akan berhasil menuju keberhasilan dan juga secepatnya pandemi covid akan berakhir di indonesia amin yra selamat pagi rara sehat iya semua keluarga,2,2
8663,"Dalam hal ini, Pemprov Jatim juga meminta masyarakat untuk bisa mengerti dan menaati aturan selama PPKM Darurat 3 sampai 20 Juli.",dalam hal ini pemprov jatim juga meminta masyarakat untuk bisa mengerti dan menaati aturan selama ppkm darurat sampai juli,2,2
6703,"@democrazymedia Trus apa tindakan nya, sementara rakyat indonesia suruh berdiam diri di rumah....apakah ini strategi khusus, bahwa ppkm itu menjadikan TKA China leluasa masuk di bumi tercinta ?!?!",terus apa tindakan nya sementara rakyat indonesia suruh berdiam diri di rumah apakah ini strategi khusus bahwa ppkm itu menjadikan tka china leluasa masuk di bumi tercinta,0,0
9157,Ppkm sampe kapan ya?,ppkm sampai kapan iya,1,1
3307,@misteryble @ibeewm Kena ppkm 😂,kena ppkm,1,1
6003,"Khofififah juga menjelaskan BOR isolasi covid-19 di Jatim juga turun, dan dari awal PPKM darurat 84 persen, saat ini tersisa 67 persen loh!",khofififah juga menjelaskan bor isolasi covid di jatim juga turun dan dari awal ppkm darurat persen saat ini tersisa persen loh,2,2
7757,@jogjamf Ada yg 24 jam. Tp mungkin ga banyak krn ppkm ini.,ada yang jam tapi mungkin tidak banyak karena ppkm ini,1,1
7525,Cuma nempel stiker boss kenapa nggak sekalian bagi sembako utk 3 bulan krn ppkm. https://t.co/6MBdP3yOid,cuma menempel stiker mau kenapa tidak sekalian bagi sembilan bahan pokok untuk bulan karena ppkm,0,0
2183,@Rindiya02797245 Ntar abis PPKM ditemenin ya...,nanti habis ppkm ditemenin iya,1,1
8853,@siboyfriend @FWBESS Kalo ga ppkm gass?,jika tidak ppkm tidak,1,1
8362,"@LindsayYonatan @zuraganpriangan @VIVAcoid Karena jika lockdown pemerintah harus nanggung kebutuhan rakyatnya selama lockdown dan itu ada di UU ...dan pemerintah ngga mau melaksanakan UU tsb, jd dipilihlah istilah PBB sampai PPKM berlevel2 krn ngga da kewajiban nanggung keb rakyatnya. PAHAM?",karena jika lockdown pemerintah harus nanggung kebutuhan rakyatnya selama lockdown dan itu ada di uu dan pemerintah tidak mau melaksanakan uu tersebut jadi dipilihlah istilah pbb sampai ppkm berlevel karena tidak lah kewajiban nanggung keb rakyatnya paham,0,0
4337,"Yg gk paham, knp demo di lakukan yg rencnnya hari ini??
Knp gk pas waktu selsai diumumkan Bpk Jokowi tgl 21 Juli kmern klo di perpanjang sd 25 Juli'21? Spontan kyk mang2 ojol.
Padhal bsk sdh hari terakhir perpanjangn PPKM. Mau bikin klaster baru?! Smg otak demo ini ditndk tegas.",yang gak paham kenapa demo di lakukan yang rencnnya hari ini kenapa gak pas waktu selsai diumumkan bapak jokowi tanggal juli kmern kalau di perpanjang sd juli spontan kayak memang ojol padhal besok sudah hari terakhir perpanjangn ppkm mau buat klaster baru semoga otak demo ini ditndk tegas,0,0
4794,"Dukung perpanjangan PPKM. 
Kami Bersama Jokowi https://t.co/ksf35aYBGI",dukung perpanjangan ppkm kami bersama jokowi,2,2
5837,"@aniesbaswedan @ArizaPatria @KompasTV pak bila lht info dr bpk, level covid dki sdh turun hrsnya PPKM dki bs level 3",pak bila lihat informasi dari bapak level covid dki sudah turun harusnya ppkm dki bisa level,1,1
7360,"@jajanbighit Max 2-3 hari ka kalau diem aja gitu, soalnya kan lagi ppkm juga. Bahkan yang udah di kotaku sendiri tinggal kirim ke alamat ke tunda terus dikirimnya",max hari kakak kalau diam saja begitu soalnya kan lagi ppkm juga bahkan yang sudah di kotaku sendiri tinggal kirim ke alamat ke tunda terus dikirimnya,1,1
3065,"@kumparan Mana yg teriak2 pendukung lockdown? Di dalam PPKM hrs ada jg vaksinasi yg masif, hrs door to door, jd yg ga mau vaksin dipaksa",mana yang teriak pendukung lockdown di dalam ppkm harus ada juga vaksinasi yang masif harus door tryout door jadi yang tidak mau vaksin dipaksa,0,0
5667,"Secara sifat kepolisian kan tegas dan pasti. Pedagang langgar PPKM denda jutaan sampai ada yang masuk bui, DPRD hajatan 500k denda, tegas kan. Lu jadi korban aja bisa jafi tersangka kok. Bisa diliat di Makasar(?) sono. Orangnya masuk bui (?) usahanya/rumah ancur dimasalahin. 👍",secara sifat kepolisian kan tegas dan pasti pedagang langgar ppkm denda jutaan sampai ada yang masuk bui dprd hajatan denda tegas kan kamu jadi korban saja bisa jafi tersangka kok bisa dilihat di makasar sono orangnya masuk bui usahanya rumah hancur dimasalahin,0,0
7605,@amertabinar gk dlu aku mau memperpanjang masa jomblomu kayak pemerintah memperpanjang ppkm AHAHAHAH,gak dulu saya mau memperpanjang masa jomblomu seperti pemerintah memperpanjang ppkm ahahahah,1,1
8396,@radenrauf PPKM sampe tanggal 16 agustus,ppkm sampai tanggal agustus,1,1
568,"@hidahidaan PPKM
Pagi Pagi Kudu Mandi  

Sesuai lagu.",ppkm pagi pagi harus mandi sesuai lagu,1,1
4224,"PPKM darurat ini akan diperpanjang atau tidak? Kalau diperpanjang, sampai kapan? https://t.co/U18arxwaeS",ppkm darurat ini akan diperpanjang atau tidak kalau diperpanjang sampai kapan,1,1
4775,@gitusayang Daerah mn nih maksudnya? Nanti aja abis ppkm ke kampung coklat😂,daerah mana ini maksudnya nanti saja habis ppkm ke kampung coklat,1,1
9135,"tapi emg pandemi 2021 ini tuh bkin stress bgt, udh kerja kaya romusha, pas pulang selalu dger berita org meninggal, blom lg dijalan ambulance lalu lalang sirine bunyi semua😭, trus PPKM surabaya sidoarjo macet macetan😭",tapi memang pandemi ini itu bikin stre banget udah kerja kayak romusha pas pulang selalu dger berita orang meninggal belum lagi dijalan ambulance lalu lalang sirine bunyi semua terus ppkm surabaya sidoarjo macet macetan,0,0
8651,PPKM mengajarkan aku dan suami “Sabar dulu pindahan ke Malangnya”,ppkm mengajarkan saya dan suami sabar dulu pindahan ke malangnya,1,1
1760,"@Metro_TV Kalau pejabat , PPKM di perpanjang terus ngga masalah..bisa dirumah terima gaji penuh..kan di tanggung APBN gajinya..lha rakyat gimana ?",kalau pejabat ppkm di perpanjang terus tidak masalah bisa dirumah terima gaji penuh kan di tanggung apbn gajinya lah rakyat bagaimana,0,0
7286,"SEHUBUNGAN DENGAN PELONGGARAN PPKM DI MALL...
SAYA MENGUSULKAN UNTUK DI BUKA SENTRA VAKSINASI MASSAL WARGA NKRI ( TIDAK BERLAKU DOMISILI ) DAN TANPA TEST PCR ATAU ANTIGEN TEST...
STRATEGI UNTUK MEMPERLEBAR NKRI HERD COMMUNITY VAKSINASINYA @satgascovid19id @jokowi @KemenkesRI dkk",sehubungan dengan pelonggaran ppkm di mall saya mengusulkan untuk di buka sentra vaksinasi sama al warga nkri tidak berlaku domisili dan tanpa test pcr atau antigen test strategi untuk memperlebar nkri herd community vaksinasinya dan kawan-kawan,2,2
6474,"@tubirfess Kok bisa ya nipu ortu kek gitu? aku aja rela putus kuliah karena kena dampak ppkm, ehh itu yang masih bisa kuliah &amp; dibebaskan ukt malah kelakuannya kek gt🙁",kok bisa iya tipu orang tua kayak begitu saya saja rela putus kuliah karena kena dampak ppkm eh itu yang masih bisa kuliah amp dibebaskan uang kuliah tinggal bahkan kelakuannya kayak begitu,0,0
6315,PPKM sukses membatasi dn mencegah lonjakan kopit. Tapiii kita harus #TetapProkesJanganKendor . Ayo jangan abai jangan lengah. Kopit terus mengintai. https://t.co/n2xKenrCAX,ppkm sukses membatasi dan mencegah lonjakan kopit tapi kita harus ayo jangan abai jangan lengah kopit terus mengintai,2,2
8432,"waktu di palangka, karena masih ppkm, jadi malas aja makan ditempat, jadilah drive thru di kfc..

Pesanlah yg promo 5 ayam 3 nasi, sama mocca float 2..

Lalu bayar, ga dikasih struk..",waktu di palangka karena masih ppkm jadi malas saja makan ditempat jadilah drive thru di kfc pesanlah yang promo ayam nasi sama mocca float lalu bayar tidak dikasih struk,1,1
8774,"Catering langganan semenjak pindah ke cibubur namanya catering bu yati, nah selama ppkm darurat ini dia ikutan lockdown dongs😅 nyari2 alternatif dapetlah via instagram, catering bu retno.. baru hari pertama kemarin, alhamdulillah laki w cocok.. alhamdulillah ada andalan lain💃",catering langganan semenjak pindah ke cibubur namanya catering bu yati nah selama ppkm darurat ini dia ikutan lockdown dong mencari alternatif dapetlah via instagram catering bu retno baru hari pertama kemarin alhamdulillah laki cocok alhamdulillah ada andalan lain,1,1
4339,"@woIfbbit kamu wfh ada yg di kerjain , tetep di gajih ... lah aku ?? 😌 toko tutup selama ppkm 🤧🤧",kamu wfh ada yang di kerjain tetap di gajih lah saya toko tutup selama ppkm,0,0
7773,"Gw mimpi kena razia ppkm, trus pcr ditempat, eh positif. Wkwkwwk random amat",aku mimpi kena razia ppkm terus pcr ditempat eh positif wkwkwwk random amat,0,1
5516,"ppkm diperpanjang sampai dokdes @ryuhasan bilang, ""iya, tuhan itu ada"". :))) #rauwisuwis",ppkm diperpanjang sampai dokdes bilang iya tuhan itu ada,1,1
577,"Selama PPKM dimana perpanjangan SIM yg masih beroperasi normal?
cc: @e100ss",selama ppkm dimana perpanjangan sim yang masih beroperasi normal cc,1,1
2389,@PT_Transjakarta rute UI MANGGARAI selama PPKM apakah masih beroperasi?,rute ui manggarai selama ppkm apakah masih beroperasi,1,1
263,"PPKM serba susah~

sekarang, jauh di hati dekat positif.
#PPKM https://t.co/TfgubDRcLB",ppkm serba susah sekarang jauh di hati dekat positif,0,0
9343,lagilagi ppkm aaaarghhrhrr pengen kontrol,lagilagi ppkm arghhrhrr mau kontrol,0,0
5703,tpi ko opini w ngerasa ppkm gabikin efek apa-apa yaa?cmiiw🙌🏼 https://t.co/sU7W6Wbroh,tapi kok opini merasa ppkm gabikin efek apa apa ya correct me if i'm wrong,1,0
1945,"Tasikmalaya - 
“Saya menentang aturan PPKM ini, karena tidak berprikemanusian dan tidak berkerakyatan, saya menolak untuk tutup, saya sebagai pedagang kopi, petani kopi, tukang cimol, nasi goreng, tukang seblak menolak aturan ini,” kata Naza Fitri. https://t.co/bLbPEkedA0 https://t.co/41he4y9cQz",tasikmalaya saya menentang aturan ppkm ini karena tidak berprikemanusian dan tidak berkerakyatan saya menolak untuk tutup saya sebagai pedagang kopi petani kopi tukang cimol nasi goreng tukang seblak menolak aturan ini kata naza fitri,0,0
567,@tempodotco Situ waras pung?apa gunanya PPkm tapi bandara terbuka lebar buat TkA?jadi PPKM itu hanya berlaku buat rakyat kecil terutama umat islam bgtu? https://t.co/hA0ECILfP1,situ waras pung apa gunanya ppkm tapi bandara terbuka lebar buat tka jadi ppkm itu hanya berlaku buat rakyat kecil terutama umat islam begitu,0,0
6552,"#TetapWaspadaCovidMasihAda

Kasus Kovid turun karena PPKM Level 4. https://t.co/X5sFUnz0gr",kasus kovid turun karena ppkm level,2,2
9709,ppkm = pagi pagi km menangis https://t.co/gDfa6coXJ3,ppkm pagi pagi kamu menangis,0,0
2615,"@antaranews Seharusnya sblm ppkm dimulai sdh dipirkan dulu segala sesuatunya, jangan habis nyumbang malah disumbang",seharusnya seblum ppkm dimulai sudah dipirkan dulu segala sesuatunya jangan habis nyumbang bahkan disumbang,0,0
5012,"#OptimisKalahkanPandemi , 
Fakta yg harus kamu tahu, PPKM terbukti ampuh, tp jangan seneng dulu perjalanan masih jauh, jangan abai prokes 5M! Dan segeta ikut vaksin https://t.co/ZPc0KbWbDw",fakta yang harus kamu tahu ppkm terbukti ampuh tapi jangan senang dulu perjalanan masih jauh jangan abai prokes dan segeta ikut vaksin,2,2
2715,"#Anaking masih selow minggu ini, si teteh MPLS via yutub, si Ujang karena ppkm jadi jadwalnya belom ada. Karena buku baru bisa diambil setelah tanggal 20.",masih selow minggu ini sih teteh mpls via youtube sih ujang karena ppkm jadi jadwalnya belum ada karena buku baru bisa diambil setelah tanggal,1,1
1793,"Katanya setelah PPKM, kita bakal ada namanya PPKN...",katanya setelah ppkm kita bakal ada namanya ppkn,1,1
2107,"Rakyat menantikan Keberlanjutan Otonomi Khusus Papua.
Yuk Disiplin PPKM https://t.co/nO9p7wGdlW",rakyat menantikan keberlanjutan otonomi khusus papua yuk disiplin ppkm,2,2
7416,"Aslinya PPKM tuh setahun, cuman
Sama pemerintah di cicil seminggu- seminggu 
🤣🤣🤣",aslinya ppkm itu setahun hanya sama pemerintah di cicil seminggu seminggu,1,1
7259,"@namakoen3y Bani nasi bungkus!!!
Polisi juga lembek!!!
Lihat,mereka tidak bermasker kok didiamkan di masa PPKM Level 4!!!!
Hadeeeeh.....",bani nasi bungkus polisi juga lembek lihat mereka tidak bermasker kok didiamkan di masa ppkm level hadeh,0,0
2319,@mardasari nunggu ppkm selesai dulu daa heheh,menunggu ppkm selesai dulu daa heheh,1,1
2753,"Sch! Ntar kalo PPKM diperpanjang sampe pertengahan agustus gimana nasib anak KSN-P? Apa bakal diundur?😭🙂

✄・・・
🧐 Trivia: Hujan Orografis merupakan hujan yang terjadi di daerah pegunungan.",sch nanti jika ppkm diperpanjang sampai pertengahan agustus bagaimana nasib anak ksn apa bakal diundur trivia hujan orografis merupakan hujan yang terjadi di daerah pegunungan,0,1
92,"@saifulteladan PPKM perjuangan
PPKM perjuangan sejahtera..
Semoga kebijakan ini betul2 berdampak mengurangi laju penyebaran kopid.

Aamiin.",ppkm perjuangan ppkm perjuangan sejahtera semoga kebijakan ini betul berdampak mengurangi laju penyebaran kopid amin,2,2
119,jengkel ketika ada temen2 masih aja nongkrong disaat ppkm darurat gini. mbok ya uteknya dipakek gitu. kena covid nanti nanges.,jengkel ketika ada teman masih saja nongkrong disaat ppkm darurat begini mbok iya uteknya dipakek begitu kena covid nanti nanges,0,0
2417,"@kangpukulaja Nambah, sampe kelar ppkm. Lebaran disini😑",bertambah sampai kelar ppkm lebaran disini,1,1
5296,last day ppkm mari kita liat apakah diperpanjang,last hari ppkm mari kita lihat apakah diperpanjang,1,1
8739,Ga suka PPKM sukanya PPK KM,tidak suka ppkm sukanya ppk kamu,1,0
9333,"PSBB, PPKM dan berbagai istilah sejenisnya = KONTOL",psbb ppkm dan berbagai istilah sejenisnya kontol,0,0
8370,@fthllingga besok kalo dah ngga ppkm,besok jika sudah tidak ppkm,1,1
8059,"@bubblejinun Sabar kak hill, nanti pasti bisa ke situ lagi,,
jalanin dulu aja ppkm yg diperpanjang inih 🙈😢",sabar kak hill nanti pasti bisa ke situ lagi menjalani dulu saja ppkm yang diperpanjang ini,1,2
5210,"knp libur semester pas ppkm gini si? bosen bgt, mo kemana” jg gabisa",kenapa libur semester pas ppkm begini sih bosan banget mau kemana juga tidak bisa,0,0
3078,"di daerahku ppkm,jadi ga bisa
puasanya mulai kemarin si,ini hari ke dua,sisa 4 lagi🥰 https://t.co/lYktYglwZI",di daerahku ppkm jadi tidak bisa puasanya mulai kemarin sih ini hari ke dua sisa lagi,0,0
4098,"@KorbinmasPolri @DivHumas_Polri Salah satu dampak PPKM  adalah terbatasnya usaha konveksi, sehingga pengadaan seragam satpam kami terhambat. Dan sesuai dgn perpol no 4/2021 Agustus ini sudah berlaku. Apakah ada toleransi ketentuan?",salah satu dampak ppkm adalah terbatasnya usaha konveksi sehingga pengadaan seragam satuan pengamanan kami terhambat dan sesuai dengan perpol no agustus ini sudah berlaku apakah ada toleransi ketentuan,0,0
3007,"Pak @jokowi Indonesia dianggap epicenter Pandemi Covid-19 di Asia. Situasi diprediksi dapat terus memburuk, karena PPKM Darurat belum optimal dan terlambat. Fokus pada Pengetatan, Tes-Lacak-Isolasi dan mengajak terus masyarakat. Bukan obat atau terapi yg bisa atasi pandemi. https://t.co/YUfO75GI2v",pak indonesia dianggap epicenter pandemi covid di asia situasi diprediksi dapat terus memburuk karena ppkm darurat belum optimal dan terlambat fokus pada pengetatan tes lacak isolasi dan mengajak terus masyarakat bukan obat atau terapi yang bisa atasi pandemi,0,0
5698,"@IsbaniMulyanto Protes dengan kebijakan itu bukam brarti membenci,lihat post2 saya sebelumnya.
Saya pendukung,pemilih dan pembela jokowi.
Namun dengan kebijakan ppkm ini saya protes keras,knapa...?jelas ini membuat saya dan org2 yg cari nafkah disektor yg sama dengan saya jadi MATI.
paham drun?",protes dengan kebijakan itu bukam berarti membenci lihat post saya sebelumnya saya pendukung pemilih dan pembela jokowi namun dengan kebijakan ppkm ini saya protes keras knapa jelas ini membuat saya dan orang yang cari nafkah disektor yang sama dengan saya jadi mati paham drun,0,0
3459,gais ppkm diperpanjang lagi ga???,gais ppkm diperpanjang lagi tidak,1,1
483,Ppkm digalakan tapi masih nerimah turis keluar masuk indo 🎪 🤡 https://t.co/NGMPbwuBN1,ppkm digalakan tapi masih nerimah turis keluar masuk indonesia,0,0
8926,"@hyowmiiin sama sama. blum buka nih, kan lg ppkm",sama sama belum buka ini kan lagi ppkm,1,1
2045,Ppkm gini bb jd naik lagi…,ppkm begini bb jadi naik lagi,1,0
7100,"""PPKM diperpanjang, hubungan kita gimana yank? Diperpanjang gak?""",ppkm diperpanjang hubungan kita bagaimana sayang diperpanjang enggak,1,1
2407,"@sophrooditeu Mau tapi nantian aja beres ppkm :"")",mau tapi nantian saja beres ppkm,1,1
1071,"@Cobeh09 PPKM
PELAN PELAN KITA MODYAR",ppkm pelan pelan kita modyar,0,0
9540,PPKM -Percaya Pertolongan Kristus Menyertaimu ew😇,ppkm percaya pertolongan kristus menyertaimu ew,2,2
6648,"(PPKM) : Pentas Pemerintah Kategori Modus.. 

Pak Jokowi &amp; Luhut .. piye iki..  
https://t.co/abuyv3EPcV",ppkm pentas pemerintah kategori modus pak jokowi amp luhut piye iki,0,0
6400,Pagi ini job tengah bulan cancel semua grgr PPKM yg tida jelas :'),pagi ini job tengah bulan batal semua gara-gara ppkm yang tidak jelas,0,0
1568,"@Abbysal6 @FWBESS Engga juga nderr, dsini PPKM juga. Pertokoan jam 8 juga udh pada tutup.",enggak juga nderr disini ppkm juga pertokoan jam juga udah pada tutup,1,1
4064,"@BPPD_JATENG min, kalo mau ganti plat nomor tp posisi sekarang di jakarta dan gak bisa pulkam karena ppkm apakah bisa dilakukan di jkt ya min?
Thanks",min jika mau ganti plat nomor tapi posisi sekarang di jakarta dan enggak bisa pulkam karena ppkm apakah bisa dilakukan di jakarta iya min terima kasih,1,1
4633,"@delhafiz_ @tirta_hudhi Biaya tanggung kbutuha PPKm perhari ,minimal 18 triliun perhari bosq,klo 2 Minggu sja ngara sdah bngkrut",biaya tanggung kbutuha ppkm perhari minimal triliun perhari bosq kalau minggu saja ngara sudah bngkrut,0,0
6177,@noturlilboy PPKM. gak bisa kemana2,ppkm enggak bisa kemana,0,0
9029,@karinasauruss ppkm lah nga bisa sholat berjamaah,ppkm lah enggak bisa sholat berjamaah,0,0
3050,"Gegara pada gak taat PROKES...
Berlaku lah PPKM...
Gegara berlaku PPKM...
tumbang lah periuk di dapur....

...Maka nya jang seenak UDEL NYA SENDIRI...",gara-gara pada enggak taat prokes berlaku lah ppkm gara-gara berlaku ppkm tumbang lah periuk di dapur maka nya jang seenak udel nya sendiri,0,0
88,Morning ppkm darurat! Tp masi ada kondangan asli takot banget gambling ni nyawa 😭😭😭😭,morning ppkm darurat tapi masih ada kondangan asli takot banget gambling ini nyawa,0,0
7762,@andihiyat PPKM lama banget sampai ga sadar gue sama pacar gue duluan putus,ppkm lama banget sampai tidak sadar aku sama pacar aku duluan putus,1,1
9285,@zainalamochtar 2022 kaya BTS lepas masker di 2022 aamiin... Tapi kl masih PPKM gini ya g ada hasil soale ga jelas aturan nya,kayak bts lepas masker di amin tapi kalo masih ppkm begini iya ada hasil soalnya tidak jelas aturan nya,0,0
